nom produit,numero AMM,Substances actives,identifiant usage,etat usage,dose retenue,dose retenue unite,delai avant recolte jour,catégorie de condition d’emploi,condition d’emploi libelle
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,25.0,g/ha,,Protection de l'opérateur,Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos  • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 .  • pendant l'application  - Combinaison de protection de catégorie III type 4 avec capuche .  - Bottes de protection certifiées EN 13 832-3 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection non tissée de catégorie III type 4.
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,15.0,g/ha,,Délai de rentrée,Condition: - 6 heures
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,15.0,g/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  • pendant l'application - Pulvérisation vers le bas  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité."
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,15.0,g/ha,,Protection de l'opérateur,Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos  • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 .  • pendant l'application  - Combinaison de protection de catégorie III type 4 avec capuche .  - Bottes de protection certifiées EN 13 832-3 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection non tissée de catégorie III type 4.
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,30.0,g/ha,,Délai de rentrée,Condition: - 6 heures
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,30.0,g/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  • pendant l'application - Pulvérisation vers le bas  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité."
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,30.0,g/ha,,Protection de l'opérateur,Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos  • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 .  • pendant l'application  - Combinaison de protection de catégorie III type 4 avec capuche .  - Bottes de protection certifiées EN 13 832-3 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection non tissée de catégorie III type 4.
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Orge*Désherbage,Autorisé,15.0,g/ha,,Délai de rentrée,Condition: - 6 heures
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Orge*Désherbage,Autorisé,15.0,g/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  • pendant l'application - Pulvérisation vers le bas  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité."
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Orge*Désherbage,Autorisé,15.0,g/ha,,Protection de l'opérateur,Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos  • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 .  • pendant l'application  - Combinaison de protection de catégorie III type 4 avec capuche .  - Bottes de protection certifiées EN 13 832-3 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection non tissée de catégorie III type 4.
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Orge*Désherbage,Autorisé,25.0,g/ha,,Délai de rentrée,Condition: - 6 heures
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Orge*Désherbage,Autorisé,25.0,g/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  • pendant l'application - Pulvérisation vers le bas  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité."
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Orge*Désherbage,Autorisé,25.0,g/ha,,Protection de l'opérateur,Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos  • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 .  • pendant l'application  - Combinaison de protection de catégorie III type 4 avec capuche .  - Bottes de protection certifiées EN 13 832-3 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection non tissée de catégorie III type 4.
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,30.0,g/ha,,Délai de rentrée,Condition: - 6 heures
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,30.0,g/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  • pendant l'application - Pulvérisation vers le bas  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité."
ALLIE SX,2060119,metsulfuron-méthyle (Metsulfuron-methyl) 200.0 g/kg,Blé*Désherbage,Autorisé,30.0,g/ha,,Protection de l'opérateur,Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos  • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 .  • pendant l'application  - Combinaison de protection de catégorie III type 4 avec capuche .  - Bottes de protection certifiées EN 13 832-3 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection non tissée de catégorie III type 4.
SYNOPSIS,2150991,tribénuron-méthyl (Tribenuron) 83.0 g/kg | florasulame (Florasulam) 105.0 g/kg | metsulfuron-méthyle (Metsulfuron-methyl) 83.0 g/kg,Orge*Désherbage,Autorisé,0.05,kg/ha,,Délai de rentrée,Condition: - 48 heures.
SYNOPSIS,2150991,tribénuron-méthyl (Tribenuron) 83.0 g/kg | florasulame (Florasulam) 105.0 g/kg | metsulfuron-méthyle (Metsulfuron-methyl) 83.0 g/kg,Orge*Désherbage,Autorisé,0.05,kg/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe ●	pendant le mélange/chargement - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	 EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . -	Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3) . ●	pendant l'application  Si application avec tracteur avec cabine - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . Si application avec tracteur sans cabine - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . ●	pendant le nettoyage du matériel de pulvérisation - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . -	Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3) . "
SYNOPSIS,2150991,tribénuron-méthyl (Tribenuron) 83.0 g/kg | florasulame (Florasulam) 105.0 g/kg | metsulfuron-méthyle (Metsulfuron-methyl) 83.0 g/kg,Blé*Désherbage,Autorisé,0.05,kg/ha,,Délai de rentrée,Condition: - 48 heures.
SYNOPSIS,2150991,tribénuron-méthyl (Tribenuron) 83.0 g/kg | florasulame (Florasulam) 105.0 g/kg | metsulfuron-méthyle (Metsulfuron-methyl) 83.0 g/kg,Blé*Désherbage,Autorisé,0.05,kg/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe ●	pendant le mélange/chargement - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	 EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . -	Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3) . ●	pendant l'application  Si application avec tracteur avec cabine - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . Si application avec tracteur sans cabine - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . ●	pendant le nettoyage du matériel de pulvérisation - 	Gants en nitrile certifiés EN 374-3 . - 	Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - 	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . -	Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3) . "
KALTOR,2190207,dicamba sel de sodium et de potassium (Dicamba) 600.0 g/kg | nicosulfuron (Nicosulfuron) 150.0 g/kg,Maïs*Désherbage,Autorisé,0.25,kg/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée .  • pendant l'application  Si application avec tracteur avec cabine  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée. "
KALTOR,2190207,dicamba sel de sodium et de potassium (Dicamba) 600.0 g/kg | nicosulfuron (Nicosulfuron) 150.0 g/kg,Maïs*Désherbage,Autorisé,0.25,kg/ha,,Délai de rentrée,Condition: - 6 heures.
ARY-0711B-01,2180058,Beauveria bassiana souche NPP111B005 (Beauveria bassiana strain NPP111B005) 500000000 UFC/g,Maïs*Trt Sol*Ravageurs du sol,Autorisé,15.0,kg/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur manuel : • Pendant la préparation, mélange, chargement du matériel d'épandage  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosol (EN 149) de classe FFP3 ou demi-masque (EN 140) avec filtre équipé d'un filtre anti-aérosol (EN 143) de classe P3 . • Pendant l'épandage  - Gants en nitrile certifiés NF EN ISO 374-1/A1 à usage unique (NF EN ISO 374-2 (type A, B ou C) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosol (EN 149) de classe FFP3 ou demi-masque (EN 140) avec filtre équipé d'un filtre anti-aérosol (EN 143) de classe P3 . • Pendant le nettoyage du matériel d'épandage  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosol (EN 149) de classe FFP3 ou demi-masque (EN 140) avec filtre équipé d'un filtre anti-aérosol (EN 143) de classe P3."
ARY-0711B-01,2180058,Beauveria bassiana souche NPP111B005 (Beauveria bassiana strain NPP111B005) 500000000 UFC/g,Maïs*Trt Sol*Ravageurs du sol,Autorisé,15.0,kg/ha,,Délai de rentrée,Condition: - 6 heures pour les usages en plein champ et 8 heures pour les applications en milieu fermé.
ARY-0711B-01,2180058,Beauveria bassiana souche NPP111B005 (Beauveria bassiana strain NPP111B005) 500000000 UFC/g,Maïs*Trt Sol*Ravageurs du sol,Autorisé,15.0,kg/ha,,Protection de l'opérateur,Condition:  Dans le cadre d'une application effectuée par la méthode V-cut : • pendant l'application - Gants certifiés EN 374-3 . - Combinaison de travail polyester/coton 65%/35% avec un grammage d'au moins 230 g/m² avec traitement déperlant . - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN143) ou A2P3 (EN 14387) . - Bottes de protection certifiées EN 13 832-3.
ARY-0711B-01,2180058,Beauveria bassiana souche NPP111B005 (Beauveria bassiana strain NPP111B005) 500000000 UFC/g,Maïs*Trt Sol*Ravageurs du sol,Autorisé,15.0,kg/ha,,Protection de l'opérateur,Condition: Dans le cadre d'une utilisation dans des pièges :  • Pendant le remplissage et la pose des pièges  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosol (EN 149) de classe FFP3 ou demi-masque (EN 140) avec filtre équipé d'un filtre anti-aérosol (EN 143) de classe P3 . - Bottes certifiées EN 13 832-3.
ARY-0711B-01,2180058,Beauveria bassiana souche NPP111B005 (Beauveria bassiana strain NPP111B005) 500000000 UFC/g,Maïs*Trt Sol*Ravageurs du sol,Autorisé,15.0,kg/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un matériel d'application comme un microgranulateur • pendant le chargement du matériel d'application - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosol (EN 149) de classe FFP3 ou demi-masque (EN 140) avec filtre équipé d'un filtre anti-aérosol (EN 143) de classe P3 . • pendant l'application - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique en cas d'intervention sur semoir, épandeur à engrais ou microgranulateur . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosol (EN 149) de classe FFP3 ou demi-masque (EN 140) avec filtre équipé d'un filtre anti-aérosol (EN 143) de classe P3. • pendant le nettoyage du matériel d'application - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité. - Protections respiratoires certifiées : demi-masque filtrant anti-aérosol (EN 149) de classe FFP3 ou demi-masque (EN 140) avec filtre équipé d'un filtre anti-aérosol (EN 143) de classe P3."
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,0.6,L/ha,35.0,Protection de l'opérateur,Condition: Port d'un vêtement de protection approprié pendant les opérations d'application par l'opérateur et le travailleur et de gants par l'opérateur obligatoire.
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,0.6,L/ha,35.0,Délai de rentrée,Condition: - 48 heures
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,0.6,L/ha,35.0,Protection de l'opérateur,Condition: Port d'un vêtement de protection approprié pendant les opérations d'application par l'opérateur et le travailleur et de gants par l'opérateur obligatoire.
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,0.6,L/ha,35.0,Délai de rentrée,Condition: - 48 heures
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,0.6,L/ha,35.0,Protection de l'opérateur,Condition: Port d'un vêtement de protection approprié pendant les opérations d'application par l'opérateur et le travailleur et de gants par l'opérateur obligatoire.
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,0.6,L/ha,35.0,Délai de rentrée,Condition: - 48 heures
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,0.6,L/ha,35.0,Protection de l'opérateur,Condition: Port d'un vêtement de protection approprié pendant les opérations d'application par l'opérateur et le travailleur et de gants par l'opérateur obligatoire.
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,0.6,L/ha,35.0,Délai de rentrée,Condition: - 48 heures
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,0.6,L/ha,35.0,Protection de l'opérateur,Condition: Port d'un vêtement de protection approprié pendant les opérations d'application par l'opérateur et le travailleur et de gants par l'opérateur obligatoire.
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,0.6,L/ha,35.0,Délai de rentrée,Condition: - 48 heures
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,0.6,L/ha,35.0,Protection de l'opérateur,Condition: Port d'un vêtement de protection approprié pendant les opérations d'application par l'opérateur et le travailleur et de gants par l'opérateur obligatoire.
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,0.6,L/ha,35.0,Délai de rentrée,Condition: - 48 heures
SPEKFREE,2110167,tébuconazole (Tebuconazole) 430.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,0.6,L/ha,35.0,Protection de l'opérateur,Condition: Port d'un vêtement de protection approprié pendant les opérations d'application par l'opérateur et le travailleur et de gants par l'opérateur obligatoire.
