nom produit,numero AMM,Substances actives,identifiant usage,etat usage,dose retenue,dose retenue unite,delai avant recolte jour,catégorie de condition d’emploi,condition d’emploi libelle
STARANE GOLD,2010239,fluroxypyr-méptyl (Fluroxypyr) 144.1 g/L | florasulame (Florasulam) 1.0 g/L,Blé*Désherbage,Autorisé,1.5,L/ha,,Délai de rentrée,Condition: - 48 heures
STARANE GOLD,2010239,fluroxypyr-méptyl (Fluroxypyr) 144.1 g/L | florasulame (Florasulam) 1.0 g/L,Blé*Désherbage,Autorisé,1.5,L/ha,,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  - Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN 143) ou A2P3 (EN 14387) .  • pendant l'application  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  - En cas d'exposition aux gouttelettes pulvérisées, porter un demi-masque filtrant à particules (EN 149) ou un demi-masque (EN 140) équipé d'un filtre à particules P3 (EN 143) .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité."
AFESUL LIQUIDE 800 SUPER MICRONISE,8300488,soufre (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,10.0,L/ha,35.0,Délai de rentrée,Condition: - 6 heures
AFESUL LIQUIDE 800 SUPER MICRONISE,8300488,soufre (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,10.0,L/ha,35.0,Protection de l'opérateur,"Condition: Dans le cadre d'une application avec un pulvérisateur à rampe ou pneumatique : • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3).  • pendant l'application - pulvérisation cibles basses Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. • pendant l'application - pulvérisation cibles hautes Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de protection de catégorie III type 4 avec capuche . - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité. - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3)."
AFESUL LIQUIDE 800 SUPER MICRONISE,8300488,soufre (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,10.0,L/ha,35.0,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée avec un pulvérisateur à dos : • pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 . - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3) .  • pendant l'application  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Bottes de protection conforme à la réglementation et selon la norme EN 13 832-3 . - Combinaison de protection de catégorie III type 4 avec capuche . • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3)."
AFESUL LIQUIDE 800 SUPER MICRONISE,8300488,soufre (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,10.0,L/ha,35.0,Protection de l'opérateur,Condition: Dans le cadre d'une application en plein champ effectuée à l'aide d'une lance : • pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . OU - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . • pendant l'application : sans contact intense avec la végétation Culture basse (< 50 cm)  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Bottes de protection certifiées EN 13 832-3 . Culture haute (> 50 cm)  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 avec capuche . - Bottes de protection certifiées EN 13 832-3 . • pendant l'application : contact intense avec la végétation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 3 avec capuche.  - Bottes de protection certifiées EN 13 832-3 . • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . OU - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité.
AFESUL LIQUIDE 800 SUPER MICRONISE,8300488,soufre (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,10.0,L/ha,35.0,Délai de rentrée,Condition: - 6 heures
AFESUL LIQUIDE 800 SUPER MICRONISE,8300488,soufre (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,10.0,L/ha,35.0,Protection de l'opérateur,"Condition: Dans le cadre d'une application avec un pulvérisateur à rampe ou pneumatique : • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3).  • pendant l'application - pulvérisation cibles basses Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. • pendant l'application - pulvérisation cibles hautes Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de protection de catégorie III type 4 avec capuche . - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité. - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3)."
AFESUL LIQUIDE 800 SUPER MICRONISE,8300488,soufre (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,10.0,L/ha,35.0,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée avec un pulvérisateur à dos : • pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 . - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3) .  • pendant l'application  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Bottes de protection conforme à la réglementation et selon la norme EN 13 832-3 . - Combinaison de protection de catégorie III type 4 avec capuche . • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3)."
AFESUL LIQUIDE 800 SUPER MICRONISE,8300488,soufre (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,10.0,L/ha,35.0,Protection de l'opérateur,Condition: Dans le cadre d'une application en plein champ effectuée à l'aide d'une lance : • pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . OU - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . • pendant l'application : sans contact intense avec la végétation Culture basse (< 50 cm)  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Bottes de protection certifiées EN 13 832-3 . Culture haute (> 50 cm)  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 avec capuche . - Bottes de protection certifiées EN 13 832-3 . • pendant l'application : contact intense avec la végétation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 3 avec capuche.  - Bottes de protection certifiées EN 13 832-3 . • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . OU - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité.
TOSCANA,2180041,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,,Protection de l'opérateur,"Condition: o	Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe •	pendant le mélange/chargement -	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée . •	pendant l'application - Pulvérisation cibles basses Si application avec tracteur avec cabine -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . Si application avec tracteur sans cabine -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . •	pendant le nettoyage du matériel de pulvérisation -	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée."
TOSCANA,2180041,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,,Délai de rentrée,Condition: - 48 heures.
TOSCANA,2180041,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.02,kg/ha,,Protection de l'opérateur,"Condition: o	Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe •	pendant le mélange/chargement -	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée . •	pendant l'application - Pulvérisation cibles basses Si application avec tracteur avec cabine -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . Si application avec tracteur sans cabine -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . •	pendant le nettoyage du matériel de pulvérisation -	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée."
TOSCANA,2180041,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.02,kg/ha,,Délai de rentrée,Condition: - 48 heures.
TOSCANA,2180041,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.03,kg/ha,,Protection de l'opérateur,"Condition: o	Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe •	pendant le mélange/chargement -	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée . •	pendant l'application - Pulvérisation cibles basses Si application avec tracteur avec cabine -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . Si application avec tracteur sans cabine -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . •	pendant le nettoyage du matériel de pulvérisation -	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée."
TOSCANA,2180041,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.03,kg/ha,,Délai de rentrée,Condition: - 48 heures.
TOSCANA,2180041,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.02,kg/ha,,Protection de l'opérateur,"Condition: o	Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe •	pendant le mélange/chargement -	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée . •	pendant l'application - Pulvérisation cibles basses Si application avec tracteur avec cabine -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . Si application avec tracteur sans cabine -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . •	pendant le nettoyage du matériel de pulvérisation -	Gants en nitrile certifiés EN 374-3 . -	Combinaison de travail en polyester 65 % / coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée."
TOSCANA,2180041,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.02,kg/ha,,Délai de rentrée,Condition: - 48 heures.
COSTAR WG,2170466,Bacillus thuringiensis subsp. kurstaki SA-12 (Bacillus thuringiensis subsp. kurstaki SA-12) 90000.0 UI/mg,Tournesol*Trt Part.Aer.*Chenilles phytophages,Autorisé,1.0,kg/ha,3.0,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3B) à porter par-dessus la combinaison précitée .  - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 ou demi-masque certifié (EN 140) équipé d'un filtre anti-aérosols certifié (EN143) de classe P3. • pendant l'application - Pulvérisation vers le bas  Si application avec tracteur avec cabine  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3B) à porter par-dessus la combinaison précitée. - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 ou demi-masque certifié (EN 140) équipé d'un filtre anti-aérosols certifié (EN 143) de classe P3 ."
COSTAR WG,2170466,Bacillus thuringiensis subsp. kurstaki SA-12 (Bacillus thuringiensis subsp. kurstaki SA-12) 90000.0 UI/mg,Tournesol*Trt Part.Aer.*Chenilles phytophages,Autorisé,1.0,kg/ha,3.0,Protection de l'opérateur,Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos • pendant le mélange/chargement  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus  avec traitement déperlant - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3B) à porter par-dessus la combinaison précitée . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 ou demi-masque certifié (EN 140) équipé d'un filtre anti-aérosols certifié (EN143) de classe P3. • pendant l'application  - Combinaison de protection de catégorie III type 4B avec capuche .  - Bottes de protection certifiées EN 13 832-3 .  - Gants en nitrile certifiés EN 374-3 .  - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 ou demi-masque certifié (EN 140) équipé d'un filtre anti-aérosols certifié (EN143) de classe P3.  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus  avec traitement déperlant -  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3B) à porter par-dessus la combinaison précitée . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 ou demi-masque certifié (EN 140) équipé d'un filtre anti-aérosols certifié (EN 143) de classe P3 .
COSTAR WG,2170466,Bacillus thuringiensis subsp. kurstaki SA-12 (Bacillus thuringiensis subsp. kurstaki SA-12) 90000.0 UI/mg,Tournesol*Trt Part.Aer.*Chenilles phytophages,Autorisé,1.0,kg/ha,3.0,Protection de l'opérateur,"Condition: Dans le cadre d'une application effectuée à l'aide d'une lance (usage en plein champ ou sous abri) • pendant le mélange/chargement - Gants en nitrile certifiés EN 374-3 . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols (EN 149) de classe FFP3 ou demi-masque (EN 140) connecté à un filtre anti aérosol (EN 143) de classe P3. OU - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols (EN 149) de classe FFP3 ou demi-masque (EN 140) connecté à un filtre anti aérosol (EN 143) de classe P3. • pendant l'application : sans contact intense avec la végétation Culture basse (< 50 cm)  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - Bottes de protection certifiées EN 13 832-3 . - Gants en nitrile certifiés EN 374-3 . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols (EN 149) de classe FFP3 ou demi-masque (EN 140) connecté à un filtre anti aérosol (EN 143) de classe P3. Culture haute (> 50 cm)  - Combinaison de protection de catégorie III type 4 avec capuche .  - Bottes de protection certifiées EN 13 832-3 . - Gants en nitrile certifiés EN 374-3 . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols (EN 149) de classe FFP3 ou demi-masque (EN 140) connecté à un filtre anti aérosol (EN 143) de classe P3. • pendant l'application : contact intense avec la végétation, cultures hautes et basses  - Combinaison de protection de catégorie III type 3 avec capuche.  - Bottes de protection certifiées EN 13 832-3 . - Gants en nitrile certifiés EN 374-3 . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols (EN 149) de classe FFP3 ou demi-masque (EN 140) connecté à un filtre anti aérosol (EN 143) de classe P3. • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés EN 374-3 . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . - Demi-masque filtrant anti-aérosols (EN 149) de classe FFP3 ou demi-masque (EN 140) connecté à un filtre anti aérosol (EN 143) de classe P3. OU - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . - Protections respiratoires certifiées : demi-masque filtrant anti-aérosols (EN 149) de classe FFP3 ou demi-masque (EN 140) connecté à un filtre anti aérosol (EN 143) de classe P3."
COSTAR WG,2170466,Bacillus thuringiensis subsp. kurstaki SA-12 (Bacillus thuringiensis subsp. kurstaki SA-12) 90000.0 UI/mg,Tournesol*Trt Part.Aer.*Chenilles phytophages,Autorisé,1.0,kg/ha,3.0,Délai de rentrée,Condition: - 8 heures pour les applications en milieu fermé (non pertinent pour les usages en plein champ).
