nom produit,numero AMM,Substances actives,identifiant usage,etat usage,dose retenue,dose retenue unite,delai avant recolte jour
CELTIC,9900340,pendiméthaline (Pendimethalin) 320.0 g/L | picolinafène (Picolinafen) 16.0 g/L,Orge*Désherbage,Autorisé,2.5,L/ha,
CELTIC,9900340,pendiméthaline (Pendimethalin) 320.0 g/L | picolinafène (Picolinafen) 16.0 g/L,Blé*Désherbage,Autorisé,2.5,L/ha,
GLOBAZTAR 250 SC,2220166,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,35.0
GLOBAZTAR 250 SC,2220166,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,35.0
GLOBAZTAR 250 SC,2220166,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
GLOBAZTAR 250 SC,2220166,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
TEMSA 480,2190080,mésotrione (Mesotrione) 480.0 g/L,Maïs*Désherbage,Autorisé,0.3,L/ha,
TEMSA 480,2190080,mésotrione (Mesotrione) 480.0 g/L,Maïs*Désherbage,Autorisé,0.3,L/ha,
TEMSA 480,2190080,mésotrione (Mesotrione) 480.0 g/L,Maïs*Désherbage,Autorisé,0.3,L/ha,
IMPETUS,2190590,florasulame (Florasulam) 20.0 g/kg | diflufénicanil (Diflufenican) 400.0 g/kg,Orge*Désherbage,Autorisé,0.2,kg/ha,
IMPETUS,2190590,florasulame (Florasulam) 20.0 g/kg | diflufénicanil (Diflufenican) 400.0 g/kg,Orge*Désherbage,Autorisé,0.2,kg/ha,
IMPETUS,2190590,florasulame (Florasulam) 20.0 g/kg | diflufénicanil (Diflufenican) 400.0 g/kg,Blé*Désherbage,Autorisé,0.2,kg/ha,
IMPETUS,2190590,florasulame (Florasulam) 20.0 g/kg | diflufénicanil (Diflufenican) 400.0 g/kg,Blé*Désherbage,Autorisé,0.2,kg/ha,
ZEPPOS,2220619,Iodosulfuron (Iodosulfuron) 6.0 g/kg | mésosulfuron (Mesosulfuron) 30.0 g/kg | méfenpyr-diéthyl (Mefenpyr) 90.0 g/kg,Blé*Désherbage,Autorisé,480.0,g/ha,
ZEPPOS,2220619,Iodosulfuron (Iodosulfuron) 6.0 g/kg | mésosulfuron (Mesosulfuron) 30.0 g/kg | méfenpyr-diéthyl (Mefenpyr) 90.0 g/kg,Blé*Désherbage,Autorisé,300.0,g/ha,
TEMSA 100,2150785,mésotrione (Mesotrione) 100.0 g/L,Maïs doux*Désherbage,Autorisé,0.75,L/ha,
TEMSA 100,2150785,mésotrione (Mesotrione) 100.0 g/L,Maïs*Désherbage,Autorisé,1.5,L/ha,
TEMSA 100,2150785,mésotrione (Mesotrione) 100.0 g/L,Maïs*Désherbage,Autorisé,0.75,L/ha,
TEMSA 100,2150785,mésotrione (Mesotrione) 100.0 g/L,Maïs*Désherbage,Autorisé,1.5,L/ha,
LIFE SCIENTIFIC METCONAZOLE 90,2140175,metconazole (Metconazole) 90.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,35.0
LIFE SCIENTIFIC METCONAZOLE 90,2140175,metconazole (Metconazole) 90.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,35.0
LIFE SCIENTIFIC METCONAZOLE 90,2140175,metconazole (Metconazole) 90.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
LIFE SCIENTIFIC METCONAZOLE 90,2140175,metconazole (Metconazole) 90.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
LIFE SCIENTIFIC METCONAZOLE 90,2140175,metconazole (Metconazole) 90.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,35.0
LIFE SCIENTIFIC METCONAZOLE 90,2140175,metconazole (Metconazole) 90.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.0,L/ha,35.0
LIFE SCIENTIFIC METCONAZOLE 90,2140175,metconazole (Metconazole) 90.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,35.0
AMISTAR,9600093,azoxystrobine (Azoxystrobin) 250.0 g/L,Maïs*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
AMISTAR,9600093,azoxystrobine (Azoxystrobin) 250.0 g/L,Maïs doux*Trt Part.Aer.*Maladies des taches foliaires,Autorisé,1.0,L/ha,
AMISTAR,9600093,azoxystrobine (Azoxystrobin) 250.0 g/L,Maïs*Trt Part.Aer.*Maladies des taches foliaires,Autorisé,1.0,L/ha,
AMISTAR,9600093,azoxystrobine (Azoxystrobin) 250.0 g/L,Maïs*Trt Sol*Champignons (autres que pythiacées),Autorisé,1.0,L/ha,
AMISTAR,9600093,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,
AMISTAR,9600093,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,
AMISTAR,9600093,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
AMISTAR,9600093,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Helminthosporiose,Autorisé,1.0,L/ha,
AMISTAR,9600093,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
YONAO,2211112,florasulame (Florasulam) 250.0 g/kg,Orge*Désherbage,Autorisé,25.0,g/ha,
YONAO,2211112,florasulame (Florasulam) 250.0 g/kg,Orge*Désherbage,Autorisé,25.0,g/ha,
YONAO,2211112,florasulame (Florasulam) 250.0 g/kg,Blé*Désherbage,Autorisé,25.0,g/ha,
YONAO,2211112,florasulame (Florasulam) 250.0 g/kg,Blé*Désherbage,Autorisé,25.0,g/ha,
RATIO SX,2110093,tribénuron-méthyl (Tribenuron) 100.0 g/kg | thifensulfuron-méthyl (Thifensulfuron-methyl) 400.0 g/kg,Orge*Désherbage,Autorisé,0.1,kg/ha,
RATIO SX,2110093,tribénuron-méthyl (Tribenuron) 100.0 g/kg | thifensulfuron-méthyl (Thifensulfuron-methyl) 400.0 g/kg,Orge*Désherbage,Autorisé,0.15,kg/ha,
RATIO SX,2110093,tribénuron-méthyl (Tribenuron) 100.0 g/kg | thifensulfuron-méthyl (Thifensulfuron-methyl) 400.0 g/kg,Blé*Désherbage,Autorisé,0.1,kg/ha,
RATIO SX,2110093,tribénuron-méthyl (Tribenuron) 100.0 g/kg | thifensulfuron-méthyl (Thifensulfuron-methyl) 400.0 g/kg,Blé*Désherbage,Autorisé,0.15,kg/ha,
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Helminthosporiose,Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.25,L/ha,42.0
HINT,2210571,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.25,L/ha,42.0
MYSTIC EW,2100018,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,
MYSTIC EW,2100018,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,
MYSTIC EW,2100018,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,
MYSTIC EW,2100018,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
MYSTIC EW,2100018,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.0,L/ha,
MYSTIC EW,2100018,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,
MYSTIC EW,2100018,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
MYSTIC EW,2100018,tébuconazole (Tebuconazole) 250.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,
BRIVELA,2210556,fluxapyroxade (Fluxapyroxad) 75.0 g/L | difénoconazole (Difenoconazole) 50.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,
BRIVELA,2210556,fluxapyroxade (Fluxapyroxad) 75.0 g/L | difénoconazole (Difenoconazole) 50.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.5,L/ha,
BUGUIS,2171120,clodinafop-propargyl (Clodinafop) 95.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 25.0 g/L,Blé*Désherbage,Autorisé,0.63,L/ha,
VIBRANCE DUO,2170459,sédaxane (Sedaxane) 25.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L,Orge*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.2,L/q,
VIBRANCE DUO,2170459,sédaxane (Sedaxane) 25.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L,Blé*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.2,L/q,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.25,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.25,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Blé*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.25,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Orge*Trt Part.Aer.*Piétin verse,Autorisé,1.0,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Orge*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.0,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,1.25,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.25,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Blé*Trt Part.Aer.*Helminthosporiose,Autorisé,1.25,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.25,L/ha,
ZANTARA EASY,2250140,prothioconazole (Prothioconazole) 150.0 g/L | bixafène (Bixafen) 75.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,1.0,L/ha,
AMORCE,2210061,"florasulame (Florasulam) 5.0 g/L | 2,4-D (2,4-D) 180.0 g/L | aminopyralide (Aminopyralid) 10.0 g/L",Orge*Désherbage,Autorisé,0.5,L/ha,
AMORCE,2210061,"florasulame (Florasulam) 5.0 g/L | 2,4-D (2,4-D) 180.0 g/L | aminopyralide (Aminopyralid) 10.0 g/L",Blé*Désherbage,Autorisé,0.5,L/ha,
C5SUN,9300396,chlorméquat (Chlormequat) 460.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,2.0,L/ha,
SULA,2220053,sulcotrione (Sulcotrione) 300.0 g/L,Maïs*Désherbage,Autorisé,1.5,L/ha,
SULA,2220053,sulcotrione (Sulcotrione) 300.0 g/L,Maïs doux*Désherbage,Autorisé,1.0,L/ha,
ECHIQUIER,2190265,hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 850.0 g/kg,Blé*Trt Part.Aer.*Fusarioses,Autorisé,5.0,kg/ha,
ECHIQUIER,2190265,hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 850.0 g/kg,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,5.0,kg/ha,
ECHIQUIER,2190265,hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 850.0 g/kg,Blé*Trt Part.Aer.*Rouille(s),Autorisé,5.0,kg/ha,
LATIFAM EXTRA,2210731,silthiofame (Silthiofam) 125.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L,Orge*Trt Sem.*Champignons (autres que pythiacées),Autorisé,2.0,L/t,
LATIFAM EXTRA,2210731,silthiofame (Silthiofam) 125.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L,Blé*Trt Sem.*Champignons (autres que pythiacées),Autorisé,2.0,L/t,
HELIOSOUFRE S,9000222,soufre (Sulphur) 700.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,6.0,L/ha,3.0
HELIOSOUFRE S,9000222,soufre (Sulphur) 700.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,6.0,L/ha,3.0
HELIOSOUFRE S,9000222,soufre (Sulphur) 700.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,6.0,L/ha,
U 46 M BASF,8000084,MCPA sels d'amine et de potassium (MCPA) 490.0 g/L,Orge*Désherbage,Autorisé,2.0,L/ha,
U 46 M BASF,8000084,MCPA sels d'amine et de potassium (MCPA) 490.0 g/L,Blé*Désherbage,Autorisé,2.0,L/ha,
LUTECE,2230581,aclonifène (Aclonifen) 600.0 g/L,Tournesol*Désherbage,Autorisé,4.0,L/ha,
MACHO 480 SL,2180233,dicamba (Dicamba) 480.0 g/L,Maïs*Désherbage,Autorisé,0.6,L/ha,
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Helminthosporiose,Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.25,L/ha,42.0
PADELLI,2250352,spiroxamine (Spiroxamine) 300.0 g/L | prothioconazole (Prothioconazole) 160.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.25,L/ha,42.0
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Orge*Trt Part.Aer.*Piétin verse,Autorisé,1.5,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,1.5,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Orge*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.5,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.5,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.5,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.5,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Blé*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.75,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.75,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Blé*Trt Part.Aer.*Helminthosporiose,Autorisé,1.75,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.75,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,1.75,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.75,L/ha,
VARIANO XPRO,2150051,bixafène (Bixafen) 40.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L | fluoxastrobine (Fluoxastrobin) 50.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.75,L/ha,
PRIMA STAR,2110103,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,
PRIMA STAR,2110103,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.02,kg/ha,
PRIMA STAR,2110103,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Orge*Désherbage,Autorisé,0.03,kg/ha,
PRIMA STAR,2110103,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.02,kg/ha,
PRIMA STAR,2110103,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.03,kg/ha,
PRIMA STAR,2110103,tribénuron-méthyl (Tribenuron) 750.0 g/kg,Blé*Désherbage,Autorisé,0.03,kg/ha,
ROXY 800,2210192,prosulfocarbe (Prosulfocarb) 800.0 g/L,Orge*Désherbage,Autorisé,3.0,L/ha,
ROXY 800,2210192,prosulfocarbe (Prosulfocarb) 800.0 g/L,Blé*Désherbage,Autorisé,3.0,L/ha,
ROXY 800,2210192,prosulfocarbe (Prosulfocarb) 800.0 g/L,Blé*Désherbage,Autorisé,3.0,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.5,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.2,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.2,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Blé*Trt Part.Aer.*Autres maladies du pied,Autorisé,1.5,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,1.2,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.2,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.5,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Orge*Trt Part.Aer.*Piétin verse,Autorisé,1.2,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,1.5,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Orge*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.2,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Blé*Trt Part.Aer.*Helminthosporiose,Autorisé,1.5,L/ha,
OUTAWAK,2220110,bixafène (Bixafen) 65.0 g/L | prothioconazole (Prothioconazole) 130.0 g/L | fluopyram (Fluopyram) 65.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.5,L/ha,
