nom produit,numero AMM,Substances actives,identifiant usage,etat usage,dose retenue,dose retenue unite,delai avant recolte jour
ATTRIBUT,2000205,propoxycarbazone sodium (Propoxycarbazone) 700.0 g/kg,Blé*Désherbage,Autorisé,60.0,g/ha,
SIVAR,2161017,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,
SIVAR,2161017,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,
SIVAR,2161017,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
SIVAR,2161017,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
SIVAR,2161017,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,
SIVAR,2161017,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,
SIVAR,2161017,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
SIVAR,2161017,azoxystrobine (Azoxystrobin) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
CALLIPRIME XTRA,2150012,mésotrione (Mesotrione) 480.0 g/L,Maïs doux*Désherbage,Autorisé,0.3,L/ha,
CALLIPRIME XTRA,2150012,mésotrione (Mesotrione) 480.0 g/L,Maïs*Désherbage,Autorisé,0.3,L/ha,
CALLIPRIME XTRA,2150012,mésotrione (Mesotrione) 480.0 g/L,Maïs*Désherbage,Autorisé,0.2,L/ha,
ATLANTIS PROGRESS,2240903,iodosulfuron-méthyl-sodium (Iodosulfuron) 2.0 g/L | mésosulfuron-méthyl (Mesosulfuron) 10.0 g/L | méfenpyr-diéthyl (Mefenpyr) 30.0 g/L,Blé*Désherbage,Autorisé,1.0,L/ha,
ATLANTIS PROGRESS,2240903,iodosulfuron-méthyl-sodium (Iodosulfuron) 2.0 g/L | mésosulfuron-méthyl (Mesosulfuron) 10.0 g/L | méfenpyr-diéthyl (Mefenpyr) 30.0 g/L,Blé*Désherbage,Autorisé,1.5,L/ha,
JADEX-O-460,9100034,chlorméquat (Chlormequat) 460.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,2.0,L/ha,
POL-SULPHUR800SC,2170538,soufre (Sulphur) 800.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,10.0,L/ha,35.0
POL-SULPHUR800SC,2170538,soufre (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,10.0,L/ha,35.0
PROFI TEBUPRO,2240694,tébuconazole (Tebuconazole) 125.0 g/L | prothioconazole (Prothioconazole) 125.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,35.0
PROFI TEBUPRO,2240694,tébuconazole (Tebuconazole) 125.0 g/L | prothioconazole (Prothioconazole) 125.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.0,L/ha,35.0
PROFI TEBUPRO,2240694,tébuconazole (Tebuconazole) 125.0 g/L | prothioconazole (Prothioconazole) 125.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,35.0
PROFI TEBUPRO,2240694,tébuconazole (Tebuconazole) 125.0 g/L | prothioconazole (Prothioconazole) 125.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
PROFI TEBUPRO,2240694,tébuconazole (Tebuconazole) 125.0 g/L | prothioconazole (Prothioconazole) 125.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,1.0,L/ha,35.0
PROFI TEBUPRO,2240694,tébuconazole (Tebuconazole) 125.0 g/L | prothioconazole (Prothioconazole) 125.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
PROFI TEBUPRO,2240694,tébuconazole (Tebuconazole) 125.0 g/L | prothioconazole (Prothioconazole) 125.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,35.0
PROFI TEBUPRO,2240694,tébuconazole (Tebuconazole) 125.0 g/L | prothioconazole (Prothioconazole) 125.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,35.0
PROFI TEBUPRO,2240694,tébuconazole (Tebuconazole) 125.0 g/L | prothioconazole (Prothioconazole) 125.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,35.0
CASPER,2090037,dicamba (Dicamba) 500.0 g/kg | prosulfuron (Prosulfuron) 50.0 g/kg,Maïs*Désherbage,Autorisé,0.3,kg/ha,60.0
CASPER,2090037,dicamba (Dicamba) 500.0 g/kg | prosulfuron (Prosulfuron) 50.0 g/kg,Maïs*Désherbage,Autorisé,0.3,kg/ha,90.0
CASPER,2090037,dicamba (Dicamba) 500.0 g/kg | prosulfuron (Prosulfuron) 50.0 g/kg,Maïs*Désherbage,Autorisé,0.3,kg/ha,60.0
CASPER,2090037,dicamba (Dicamba) 500.0 g/kg | prosulfuron (Prosulfuron) 50.0 g/kg,Maïs*Désherbage,Autorisé,0.3,kg/ha,90.0
PELICAN DELTA,2120091,diflufénicanil (Diflufenican) 600.0 g/kg | metsulfuron-méthyl (Metsulfuron-methyl) 60.0 g/kg,Orge*Désherbage,Autorisé,0.07,kg/ha,
PELICAN DELTA,2120091,diflufénicanil (Diflufenican) 600.0 g/kg | metsulfuron-méthyl (Metsulfuron-methyl) 60.0 g/kg,Blé*Désherbage,Autorisé,0.07,kg/ha,
LS BASILICOSTAR,2240337,mésotrione (Mesotrione) 100.0 g/L,Maïs*Désherbage,Autorisé,1.5,L/ha,
LS BASILICOSTAR,2240337,mésotrione (Mesotrione) 100.0 g/L,Maïs doux*Désherbage,Autorisé,0.75,L/ha,
LS BASILICOSTAR,2240337,mésotrione (Mesotrione) 100.0 g/L,Maïs*Désherbage,Autorisé,1.5,L/ha,
LS BASILICOSTAR,2240337,mésotrione (Mesotrione) 100.0 g/L,Maïs*Désherbage,Autorisé,0.75,L/ha,
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,Maïs doux*Trt Part.Aer.*Chenilles phytophages,Autorisé,0.075,L/ha,7.0
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,"Maïs doux*Trt Part.Aer.*Cicadelles, punaises et psylles",Autorisé,0.2,L/ha,7.0
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,Maïs doux*Trt Part.Aer.*Coléoptères phytophages,Autorisé,0.05,L/ha,7.0
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,Maïs*Trt Part.Aer.*Chenilles phytophages,Autorisé,0.15,L/ha,7.0
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,Maïs*Trt Part.Aer.*Cicadelles,Autorisé,0.2,L/ha,7.0
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,Maïs*Trt Part.Aer.*Pucerons,Autorisé,0.075,L/ha,7.0
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,Maïs*Trt Part.Aer.*Pyrale(s) (1),Autorisé,0.2,L/ha,7.0
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,Maïs*Trt Sol*Ravageurs du sol,Autorisé,0.075,L/ha,28.0
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,Maïs doux*Trt Part.Aer.*Chenilles phytophages,Autorisé,0.15,L/ha,7.0
KARATE AVEC TECHNOLOGIE ZEON,9800336,lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L,Maïs doux*Trt Part.Aer.*Chenilles phytophages,Autorisé,0.2,L/ha,7.0
SUPARAST,2220022,clodinafop-propargyl (Clodinafop) 100.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 25.0 g/L,Blé*Désherbage,Autorisé,0.6,L/ha,42.0
PIXXARO EC,2160936,halauxifène-méthyl (Halauxifen-methyl) 12.5 g/L | fluroxypyr (Fluroxypyr) 403.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 12.0 g/L,Orge*Désherbage,Autorisé,0.5,L/ha,
PIXXARO EC,2160936,halauxifène-méthyl (Halauxifen-methyl) 12.5 g/L | fluroxypyr (Fluroxypyr) 403.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 12.0 g/L,Blé*Désherbage,Autorisé,0.5,L/ha,
TREZAC,2190249,halauxifène-méthyl (Halauxifen-methyl) 31.27 g/L | aminopyralide (Aminopyralid) 25.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 30.0 g/L,Orge*Désherbage,Autorisé,0.2,L/ha,
TREZAC,2190249,halauxifène-méthyl (Halauxifen-methyl) 31.27 g/L | aminopyralide (Aminopyralid) 25.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 30.0 g/L,Orge*Désherbage,Autorisé,0.2,L/ha,
TREZAC,2190249,halauxifène-méthyl (Halauxifen-methyl) 31.27 g/L | aminopyralide (Aminopyralid) 25.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 30.0 g/L,Blé*Désherbage,Autorisé,0.2,L/ha,
TREZAC,2190249,halauxifène-méthyl (Halauxifen-methyl) 31.27 g/L | aminopyralide (Aminopyralid) 25.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 30.0 g/L,Blé*Désherbage,Autorisé,0.2,L/ha,
PENTIUM FLO,2100215,pendiméthaline (Pendimethalin) 400.0 g/L,Orge*Désherbage,Autorisé,2.5,L/ha,
PENTIUM FLO,2100215,pendiméthaline (Pendimethalin) 400.0 g/L,Blé*Désherbage,Autorisé,2.5,L/ha,
HADES 250,2171173,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,
HADES 250,2171173,tébuconazole (Tebuconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
